id	index	title	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	genre
10725	14692	Reyja	0.0935	0.0896	1	-25.083	0	0.0412	0.798	0.882	0.128	0.0327	87.688	classical
10726	4494	Rocket Man (I Think It's Going To Be A Long Long Time)	0.601	0.532	10	-9.119	1	0.0286	0.432	0.00000625	0.0925	0.334	136.571	rock
10727	2065	Safe Haven	0.313	0.96	11	-4.846	0	0.271	0.0000673	0.0245	0.409	0.38	147.961	indie_alt
10728	4652	Broken Heart	0.304	0.872	7	-4.863	1	0.0745	0.11	0.0000528	0.274	0.362	126.837	rock
10729	9147	I Love This Life	0.592	0.917	2	-3.057	1	0.0541	0.0164	0.00000123	0.144	0.568	112.03	country
10730	11047	At Last	0.433	0.018	5	-25.341	1	0.0388	0.978	0.0425	0.0811	0.146	82.078	jazz
10731	3781	Sorry, I'm a Lady	0.591	0.873	8	-7.093	0	0.0847	0.273	0.00000369	0.0809	0.706	127.734	funk
10732	19388	Loveagain (feat. Solar of MAMAMOO)	0.474	0.494	2	-5.621	0	0.0644	0.549	0	0.124	0.64	179.667	romance
10733	5603	The Last Thing I Do	0.611	0.435	5	-7.831	1	0.355	0.575	0	0.0955	0.243	170.044	hiphop
10734	19758	As Time Goes By	0.689	0.118	3	-12.086	1	0.0337	0.966	0.00000106	0.11	0.376	89.9	romance
10735	10784	St James Infirmary	0.398	0.484	1	-9.15	0	0.0577	0.563	0.015	0.0907	0.351	97.954	jazz
10736	9332	Free And Easy (Down The Road I Go)	0.557	0.825	6	-4.657	1	0.0283	0.00525	0.00164	0.177	0.848	120.015	country
10737	7273	Daughter of the Mountain	0.592	0.823	11	-4.979	0	0.0326	0.0000692	0.0633	0.365	0.337	99	metal
10738	9115	Mind Reader	0.394	0.8	4	-4.17	0	0.0413	0.0266	0	0.184	0.532	162.053	country
10739	10616	'Round Midnight	0.398	0.125	1	-25.522	1	0.0318	0.906	0.798	0.119	0.145	98.753	jazz
10740	19285	Really Love	0.638	0.395	4	-11.299	0	0.1	0.724	0.569	0.0761	0.319	78.516	romance
10741	4180	63 Days	0.677	0.686	1	-6.518	0	0.0866	0.0122	0	0.162	0.749	159.973	rock
10742	16785	Dale Don Dale	0.832	0.815	6	-7.81	0	0.0971	0.0269	0.00028	0.0892	0.804	95.031	latin
10743	8772	Domain Of Decay	0.239	0.857	0	-2.817	1	0.0825	0.00000208	0.167	0.0578	0.19	113.657	metal
10744	9251	Gonna Wanna Tonight	0.581	0.783	2	-6.667	1	0.0405	0.0707	0.00014	0.0875	0.606	125.948	country
10745	19031	Island	0.372	0.278	5	-7.72	0	0.0315	0.653	0	0.0905	0.136	97.56	romance
10746	13087	Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato	0.124	0.106	0	-22.245	0	0.0394	0.972	0.919	0.0802	0.0497	78.658	classical
10747	15813	American Ride	0.52	0.907	9	-2.694	1	0.0649	0.0897	0	0.306	0.797	174.083	party
10748	17030	Al otro lado del Río	0.762	0.307	7	-12.164	1	0.0332	0.81	0.000956	0.11	0.68	92.983	latin
10749	10180	Summertime	0.644	0.157	7	-16.323	0	0.0407	0.991	0.92	0.101	0.456	82.251	jazz
10750	19743	When We Were	0.538	0.356	8	-7.362	1	0.0361	0.801	0	0.104	0.191	133.748	romance
10751	8577	Sword of Hakim	0.303	0.742	9	-6.53	0	0.0423	0.000208	0.104	0.402	0.311	101.816	metal
10752	5614	Nowhere Fast (feat. Childish Major)	0.582	0.769	11	-6.073	1	0.532	0.521	0	0.368	0.524	156.22	hiphop
10753	986	Double For Me	0.682	0.0769	8	-21.115	1	0.0834	0.845	0.00289	0.0901	0.235	119.374	indie_alt
10754	8067	Translucidus (feat. Sithu Aye)	0.427	0.993	5	-3.259	1	0.145	0.00000131	0.92	0.325	0.19	92.501	metal
10755	5487	Addicted To Love	0.559	0.738	2	-5.724	1	0.0848	0.0721	0.0000126	0.0824	0.428	110.322	rock
10756	5075	Whipping Post	0.373	0.648	4	-9.193	0	0.0344	0.345	0.496	0.0883	0.575	95.155	rock
10757	14941	Grande Messe des Morts: II. Introitus: Requiem aeternam - Grave	0.187	0.0884	0	-26.747	0	0.0483	0.965	0.845	0.0764	0.0325	74.403	classical
10758	4804	Whole Lotta Love	0.412	0.902	9	-11.6	1	0.405	0.0484	0.131	0.405	0.434	89.74	rock
10759	4489	Your Song	0.551	0.27	3	-12.808	1	0.0326	0.851	0.00000704	0.0966	0.292	128.221	rock
10760	3668	There But For The Grace Of God Go I	0.79	0.727	11	-7.342	0	0.0823	0.0131	0	0.0666	0.738	126.937	funk
10761	19988	I Wanna Go	0.611	0.742	7	-7.402	1	0.0445	0.00768	0.831	0.232	0.361	103.039	romance
10762	10528	Donna Lee	0.64	0.417	8	-8.852	1	0.0558	0.727	0.00198	0.199	0.687	122.918	jazz
10763	6955	Stupify	0.49	0.938	1	-3.916	1	0.129	0.00234	0.0000217	0.186	0.442	196.143	metal
10764	4664	Black Hole Sun	0.351	0.822	6	-5.337	1	0.0408	0.000185	0.000117	0.0766	0.149	105.503	rock
10765	6421	MOVIE SHOOT (Feat. DPR LIVE)	0.873	0.662	9	-4.492	1	0.19	0.123	0	0.119	0.542	115.045	hiphop
10766	17581	Dame de Tu Cuerpo	0.693	0.798	4	-4.401	0	0.0675	0.0729	0	0.102	0.773	173.819	latin
10767	3156	Pushin On Feat. Alice Russell	0.691	0.941	6	-3.617	0	0.0699	0.0112	0.257	0.102	0.892	104.665	funk
10768	16522	Loco Enamorado	0.69	0.872	11	-2.984	0	0.0588	0.226	0	0.0858	0.72	94	latin
10769	20597	The Storm (01-16-52)	0.542	0.467	3	-7.453	0	0.0478	0.948	0.000596	0.19	0.29	66.012	blues
10770	4820	Unbelievable	0.637	0.849	1	-6.855	1	0.0362	0.000341	0.0386	0.141	0.93	104.074	rock
10771	9300	These Are My People	0.558	0.896	0	-3.687	1	0.0545	0.0316	0	0.528	0.631	90.064	country
10772	5976	Famous	0.363	0.745	6	-3.705	1	0.185	0.0487	0	0.119	0.452	174.064	hiphop
10773	11934	Roots and Culture	0.73	0.584	6	-9.058	0	0.0825	0.104	0.0406	0.347	0.813	144.039	reggae
10774	13382	Kol Nidrei, Op. 47	0.177	0.125	2	-21.761	1	0.0436	0.974	0.88	0.302	0.0578	136.251	classical
10775	2945	I Don't Love You Anymore	0.384	0.949	0	-3.688	1	0.096	0.22	0	0.736	0.547	136.764	punk
10776	14143	La harpe de mélodie	0.264	0.0269	4	-25.565	0	0.0536	0.993	0.00437	0.0826	0.146	136.391	classical
10777	12749	"Grandes Etudes de Paganini, S141: No.3 in G sharp minor (""La Campanella"") - Live At The Royal Albert Hall/2012"	0.358	0.255	8	-21.766	1	0.0418	0.963	0.902	0.121	0.537	112.317	classical
10778	1343	Wave of Mutilation (UK Surf)	0.642	0.355	5	-14.196	1	0.0328	0.094	0.0000342	0.0865	0.723	180.258	indie_alt
10779	20262	Play With Your Poodle	0.515	0.43	2	-10.912	1	0.25	0.81	0.0069	0.126	0.639	165.893	blues
10780	1394	Take Me Out	0.279	0.664	9	-8.851	1	0.0371	0.000389	0.000655	0.133	0.511	104.56	indie_alt
10781	16766	Pa' Que Retozen	0.815	0.856	1	-3.825	0	0.122	0.4	0.0000834	0.244	0.867	91.995	latin
10782	7445	Thundergods	0.528	0.881	6	-4.641	0	0.052	0.00132	0.0209	0.0408	0.473	120.323	metal
10783	16343	Ahora Dice	0.706	0.689	6	-5.533	1	0.17	0.286	0	0.123	0.42	144.127	latin
10784	8837	Weballergy	0.308	0.948	1	-3.017	1	0.0741	0.00000255	0	0.361	0.502	164.535	metal
10785	17792	Quiero Verte Sonreir	0.667	0.614	2	-6.588	1	0.0505	0.134	0	0.243	0.645	92.842	latin
10786	5813	Antidote	0.716	0.647	1	-4.008	1	0.0345	0.119	0.0000138	0.121	0.159	131.04	hiphop
10787	18843	Tee Shirt	0.684	0.341	9	-9.497	1	0.0272	0.837	0.0000269	0.0883	0.531	75.948	romance
10788	6153	Look Alive	0.787	0.575	0	-7.469	1	0.0374	0.0595	0	0.328	0.239	120.029	hiphop
10789	16756	Te He Querido, Te He Llorado	0.776	0.857	11	-5.824	0	0.0598	0.29	0.00000447	0.125	0.549	95.02	latin
10790	9810	Song for Another Time	0.497	0.805	11	-3.995	1	0.0332	0.125	0	0.167	0.688	166.048	country
10791	1415	Lisztomania	0.642	0.808	0	-6.406	1	0.0463	0.0383	0.00829	0.547	0.27	97.565	indie_alt
10792	15428	Jump	0.749	0.745	2	-10.625	1	0.164	0.000501	0.00403	0.333	0.461	101.972	party
10793	12047	Symphony No. 3: Passacaglia - Allegro moderato	0.121	0.0109	7	-17.81	1	0.0438	0.957	0.75	0.11	0.0378	69.39	classical
10794	2260	Shake, Shake, Shake	0.727	0.678	10	-5.136	1	0.0625	0.0797	0.000564	0.115	0.21	119.955	indie_alt
10795	384	All Time Low	0.687	0.619	8	-4.876	0	0.0567	0.34	0	0.0723	0.772	134.035	pop
10796	17664	En Esta Tarde Gris	0.42	0.344	2	-10.568	0	0.0509	0.919	0.0000016	0.153	0.479	161.756	latin
10797	6127	I'll Find You	0.745	0.682	5	-5.85	0	0.0964	0.131	0	0.119	0.196	135.065	hiphop
10798	2216	Alright	0.401	0.888	1	-7.879	1	0.0451	0.0189	0.00000362	0.331	0.639	140.085	indie_alt
10799	5610	The Way Life Goes	0.703	0.757	1	-3.612	1	0.05	0.617	0	0.106	0.696	82.008	hiphop
10800	10857	My Kinda Love - 2002 - Remastered	0.705	0.158	7	-12.321	1	0.095	0.859	0.00000377	0.137	0.33	86.499	jazz
10801	8916	Don't Need You - Edit	0.212	0.97	7	-4.68	1	0.132	0.0000301	0.00000283	0.0682	0.327	152.577	metal
10802	6011	Front, Back & Side to Side	0.815	0.635	11	-5.592	0	0.113	0.0198	0.00000646	0.0633	0.822	150.035	hiphop
10803	5424	Back In Black	0.498	0.982	9	-2.338	1	0.122	0.000533	0.344	0.288	0.576	100.044	rock
10804	4945	Piece of My Heart	0.427	0.665	4	-9.681	1	0.139	0.402	0.000105	0.409	0.544	160.935	rock
10805	13481	Theme From The TV Series 'Cosmos' - Heaven And Hell, 3rd Movement	0.144	0.116	2	-14.953	1	0.0408	0.873	0.95	0.0912	0.0397	103.224	classical
10806	3630	Super Freak	0.866	0.74	9	-7.386	0	0.0616	0.0639	0	0.0405	0.96	132.517	funk
10807	3164	Leap Frog	0.673	0.59	5	-8.223	1	0.08	0.0283	0.0191	0.0485	0.918	146.468	funk
10808	4274	King	0.491	0.619	11	-7.139	0	0.0285	0.00105	0	0.115	0.467	89.024	rock
10809	9193	The Weekend	0.524	0.842	6	-4.79	0	0.0448	0.0537	0	0.0548	0.683	82.002	country
10810	466	Mask Off - Acoustic Version	0.64	0.454	1	-7.696	1	0.0425	0.799	0.00000514	0.164	0.208	139.885	pop
10811	1758	Nightmare	0.431	0.261	1	-14.624	0	0.0438	0.844	0.000516	0.0884	0.0642	125.1	indie_alt
10812	15486	What You Want (feat. Total)	0.838	0.72	10	-6.593	0	0.384	0.0312	0.0000111	0.422	0.843	93.76	party
10813	16291	Suena El Dembow	0.688	0.859	0	-4.447	1	0.0609	0.186	0	0.121	0.707	92.042	latin
10814	13877	Gnarly Buttons: Put Your Loving Arms Around Me	0.193	0.0936	5	-18.339	1	0.0326	0.953	0.347	0.0719	0.0362	88.187	classical
10815	20055	"Samjhawan (From ""Humpty Sharma Ki Dulhania"")"	0.65	0.482	4	-8.667	1	0.0281	0.293	0	0.0811	0.519	106.994	romance
10816	6387	Dear Summer (feat. Microdot)	0.836	0.746	2	-5.68	1	0.0331	0.162	0	0.126	0.707	104.006	hiphop
10817	3835	Doin' It	0.739	0.882	11	-11.946	0	0.0539	0.109	0.684	0.0185	0.943	98.424	funk
10818	12721	3 Small Tone Poems: No. 1. Summer Evening	0.102	0.0449	2	-23.95	1	0.0388	0.972	0.771	0.0646	0.033	90.459	classical
10819	380	Starstrukk - feat. Katy Perry	0.605	0.795	11	-6.086	0	0.0712	0.00153	0	0.207	0.26	139.896	pop
10820	11341	No Games	0.802	0.913	7	-4.829	1	0.171	0.000592	0	0.132	0.757	98.524	reggae
10821	13042	Intermezzo, Op. 118, No. 2 - Live	0.426	0.156	9	-30.385	1	0.0595	0.818	0.893	0.0947	0.131	69.918	classical
10822	8215	Remembrance	0.366	0.92	2	-4.745	1	0.0507	0.000591	0.00324	0.349	0.151	97.905	metal
10823	1338	Zebra	0.612	0.476	8	-8.256	1	0.0275	0.861	0.00401	0.147	0.252	118.383	indie_alt
10824	13558	Mattinata - 2008 Remastered Version	0.368	0.248	4	-9.733	1	0.0493	0.996	0	0.693	0.366	84.735	classical
10825	20487	I Can Tell	0.644	0.801	3	-6.218	1	0.036	0.00358	0.000871	0.515	0.916	118.04	blues
10826	2722	We All Float Down Here	0.522	0.996	10	-4.316	0	0.186	0.000116	0.0000105	0.252	0.142	96.477	punk
10827	16711	Tu Foto	0.735	0.482	7	-9.21	1	0.0508	0.205	0.000194	0.0894	0.783	175.907	latin
10828	20354	Where Did You Sleep Last Night	0.57	0.241	4	-12.138	1	0.0473	0.948	0.0224	0.111	0.555	115.352	blues
10829	13685	Kullervo, Op. 61: Act I Scene 2: Mina tahdon olla tuoksuva ja lammin kuin nuori leipa (Smith's Young Wife)	0.243	0.0181	8	-30.389	1	0.0455	0.927	0.00000857	0.106	0.0343	78.853	classical
10830	19094	Then I'll Be Tired of You	0.456	0.158	7	-15.007	1	0.0363	0.946	0.00401	0.109	0.117	110.391	romance
10831	19796	Halo	0.422	0.712	11	-5.907	0	0.1	0.273	0	0.051	0.451	78.454	romance
10832	3189	He's The Greatest Dancer - 2006 Remastered Version	0.652	0.881	5	-9.182	0	0.0455	0.00145	0.00291	0.177	0.903	113.317	funk
10833	10040	Dance Me To The End Of Love	0.593	0.338	5	-12.565	0	0.0382	0.837	0.00154	0.109	0.459	138.397	jazz
10834	6329	See No Evil	0.484	0.456	1	-9.057	0	0.292	0.551	0	0.144	0.0736	157.21	hiphop
10835	13686	Thomas: Act I: Soma, Soma … (Chorus, Thomas)	0.165	0.214	8	-21.288	0	0.0633	0.983	0.0443	0.29	0.0349	167.809	classical
10836	17611	Rico	0.855	0.577	3	-4.535	0	0.207	0.342	0	0.146	0.715	112.003	latin
10837	7397	Strike!	0.505	0.943	7	-7.347	1	0.0843	0.000218	0.296	0.392	0.228	107.531	metal
10838	1898	Lightning By The Sea	0.734	0.467	9	-9.219	1	0.0512	0.156	0.00372	0.121	0.129	82.503	indie_alt
10839	9434	Mess Me Up	0.494	0.708	0	-5.175	1	0.0356	0.0346	0.000123	0.0987	0.349	118.003	country
10840	4668	Jeremy	0.285	0.846	2	-6.472	1	0.0438	0.0404	0	0.182	0.276	108.808	rock
10841	14403	Concerto for Violin and Orchestra in E minor, op.post , no.6) - Orch.: Federico Mompellio: 2. Adagio - Cadenza: Salvatore Accardo	0.158	0.0672	4	-27.403	1	0.0469	0.943	0.587	0.146	0.0373	96.382	classical
10842	16778	Al Natural (feat. Yandel)	0.924	0.782	10	-4.55	0	0.0816	0.246	0	0.0659	0.721	95.01	latin
10843	7803	Satanic Slavery	0.145	0.929	9	-5.989	1	0.0749	0.00000161	0.00758	0.299	0.0453	103.267	metal
10844	7098	Legion	0.228	0.941	4	-5.965	0	0.0741	0.000115	0.0276	0.165	0.217	119.407	metal
10845	6228	Jusqu'au dernier gramme	0.762	0.6	5	-7.585	0	0.0909	0.542	0	0.0841	0.391	115.908	hiphop
10846	19400	Piano Concerto in A Minor, Op. 17: II. Romanza: Andante	0.282	0.0246	0	-25.913	1	0.0386	0.989	0.871	0.0866	0.0382	110.965	romance
10847	9416	House on Fire	0.484	0.739	10	-4.677	0	0.0344	0.0184	0	0.104	0.371	155.84	country
10848	18122	Te Estoy Odiando	0.637	0.57	6	-5.552	1	0.033	0.622	0	0.0975	0.766	133.982	latin
10849	17068	Big Girls Don't Cry - Bossanova	0.815	0.375	7	-10.277	1	0.0397	0.692	0.00000858	0.103	0.572	107.586	latin
10850	19117	Never Let Me Go	0.293	0.143	6	-16.739	1	0.0351	0.951	0.0226	0.106	0.136	161.731	romance
10851	19342	Hover	0.699	0.636	10	-4.483	1	0.0307	0.717	0	0.331	0.397	123.014	romance
10852	7045	Freak On a Leash	0.339	0.891	2	-6.527	1	0.0522	0.0000322	0.115	0.388	0.548	102.925	metal
10853	11689	I Want You	0.696	0.437	7	-10.715	1	0.0323	0.258	0.045	0.102	0.588	79.019	reggae
10854	10613	Come Rain or Come Shine	0.488	0.0908	2	-22.968	1	0.0399	0.817	0.411	0.0965	0.225	101.669	jazz
10855	14207	Trattado de glosas: Recercada prima, quarta, ottava	0.422	0.0735	4	-24.86	1	0.0362	0.956	0.872	0.11	0.275	116.062	classical
10856	15221	You Don't Know Me	0.877	0.665	11	-6.045	0	0.134	0.173	0	0.184	0.695	123.992	party
10857	15338	Too Original (feat. Elliphant & Jovi Rockwell)	0.685	0.944	0	-3.038	1	0.166	0.0458	0.00000939	0.822	0.534	128.014	party
10858	15370	Freaks - Radio Edit	0.883	0.972	4	-0.828	1	0.136	0.0175	0.321	0.221	0.766	128.134	party
10859	14667	Scottish Fantasy, Op.46: 1. Adagio cantabile	0.204	0.169	3	-19.553	1	0.0432	0.906	0.733	0.111	0.0399	111.203	classical
10860	15276	This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016	0.367	0.915	9	-3.456	0	0.0488	0.0022	0.0000581	0.0905	0.348	110.169	party
10861	6365	Regulate	0.845	0.51	11	-13.064	0	0.224	0.29	0.00000239	0.114	0.747	95.265	hiphop
10862	916	Guilty Party	0.368	0.686	2	-8.332	1	0.0723	0.702	0.779	0.124	0.587	181.017	indie_alt
10863	12852	3 Intermezzos, Op. 117: No. 1 in E-Flat Major	0.45	0.00375	3	-31.773	1	0.0545	0.995	0.917	0.108	0.0848	75.891	classical
10864	3998	The Way You Used To Do	0.474	0.843	0	-5.909	1	0.272	0.0102	0.104	0.362	0.431	97.691	rock
10865	6698	The Thunder Rolls - Cover	0.336	0.889	2	-5.291	1	0.0523	0.000274	0.131	0.112	0.245	159.879	metal
10866	18283	Confesionario De Papel	0.583	0.848	2	-4.527	0	0.271	0.187	0	0.681	0.641	96.4	latin
10867	1033	Television Romance	0.516	0.862	4	-4.66	1	0.0354	0.000332	0.00000967	0.19	0.508	114.964	indie_alt
10868	9199	Craving You	0.612	0.841	9	-3.795	0	0.0353	0.000907	0	0.37	0.502	104.986	country
10869	2224	Female Of The Species	0.654	0.773	7	-6.484	0	0.027	0.0123	0	0.155	0.668	108.03	indie_alt
10870	12011	Walking Tune	0.352	0.0158	7	-31.5	1	0.0408	0.994	0.909	0.0672	0.11	128.431	classical
10871	9523	She Thinks My Tractor's Sexy	0.689	0.886	10	-7.066	0	0.0382	0.0664	0	0.278	0.905	122.07	country
10872	1580	Can't Get Enough	0.57	0.831	4	-5.832	1	0.048	0.114	0.00000207	0.298	0.453	93.024	indie_alt
10873	19985	Spaceship	0.676	0.723	1	-7.213	1	0.0292	0.077	0.00547	0.0865	0.613	117.977	romance
10874	9984	I'm in the Mood for Love	0.581	0.0543	0	-14.595	1	0.0466	0.963	0.000274	0.0968	0.179	124.185	jazz
10875	3799	(Everybody Wanna Get Rich) Rite Away - 2006 Remastered Version	0.75	0.955	9	-7.338	1	0.109	0.47	0.0361	0.073	0.964	99.339	funk
10876	3661	"Spank - 12 "" Version"	0.782	0.601	5	-11.234	1	0.0526	0.00356	0.00561	0.0466	0.833	118.077	funk
10877	17457	City Of Stars (Humming)	0.557	0.0133	4	-24.796	0	0.0343	0.979	0.00949	0.111	0.353	93.132	latin
10878	4334	High And Dry	0.418	0.383	4	-11.782	1	0.0257	0.0718	0.0177	0.0896	0.36	87.773	rock
10879	19279	First Day Of My Life	0.468	0.201	4	-17.024	1	0.0388	0.915	0.0000828	0.0952	0.384	94.422	romance
10880	8336	Spiteful Nature	0.456	0.97	1	-4.655	1	0.175	0.000393	0.0432	0.0914	0.0399	124.976	metal
10881	20278	What They Say	0.57	0.574	2	-6.432	1	0.0322	0.694	0.00000302	0.0931	0.962	83.273	blues
10882	10586	Au Privave	0.571	0.578	5	-10.54	1	0.0417	0.758	0.0258	0.0405	0.798	108.064	jazz
10883	14849	Isaac: Missa De Apostolis, 6vv - 13. Agnus Dei 2	0.101	0.11	2	-23.784	0	0.0438	0.995	0.00000562	0.154	0.0498	86.665	classical
10884	7720	Failure	0.571	0.893	7	-5.994	0	0.0416	0.00054	0.468	0.386	0.483	128.992	metal
10885	5738	34 Shots	0.56	0.84	1	-5.252	1	0.295	0.0398	0	0.0673	0.25	104.066	hiphop
10886	2923	(White Man) in Hammersmith Palais	0.692	0.702	9	-6.399	1	0.0369	0.131	0.00000578	0.0855	0.837	102.768	punk
10887	5593	Hennessy	0.722	0.478	5	-10.289	0	0.0917	0.189	0	0.112	0.727	140.021	hiphop
10888	7096	Dawn Brings No Mercy	0.466	0.979	2	-4.69	1	0.122	0.000244	0.000296	0.299	0.0959	134.94	metal
10889	14652	Elegy, Op. 15	0.0949	0.0374	0	-23.515	0	0.0471	0.971	0.863	0.0777	0.037	87.788	classical
10890	6333	HYFR (Hell Ya Fucking Right)	0.577	0.642	7	-8.8	0	0.202	0.125	0	0.117	0.376	139.933	hiphop
10891	1518	So I Met Someone	0.605	0.725	0	-5.854	1	0.0344	0.0461	0.0000193	0.121	0.545	88.979	indie_alt
10892	20249	Oh Now	0.452	0.207	7	-13.043	1	0.0299	0.906	0.283	0.208	0.361	174.427	blues
10893	11321	Girlfriend	0.714	0.904	1	-2.656	1	0.279	0.00615	0	0.205	0.744	96.032	reggae
10894	2375	That Far	0.909	0.604	10	-4.778	0	0.242	0.241	0.0000115	0.0934	0.262	111.857	indie_alt
10895	3438	Cineramascope (feat. Trombone Shorty and Corey Henry)	0.68	0.904	3	-5.892	1	0.0302	0.00506	0.849	0.212	0.842	113.042	funk
10896	2267	Simple Pleasures	0.49	0.564	1	-3.82	0	0.0299	0.0725	0	0.11	0.199	80.337	indie_alt
10897	4486	Up Around The Bend	0.611	0.913	2	-5.241	1	0.0383	0.0228	0.678	0.154	0.727	130.249	rock
10898	4246	My Name Is Thunder	0.409	0.939	9	-3.239	1	0.0896	0.0112	0.000199	0.778	0.348	127.883	rock
10899	20317	Blueberry Hill - 2002 Digital Remaster	0.479	0.506	11	-8.175	1	0.0272	0.849	0.0000269	0.25	0.836	136.662	blues
10900	1393	Friends of Friends	0.679	0.492	11	-6.291	0	0.0353	0.0367	0.000153	0.0778	0.459	104.786	indie_alt
10901	896	Olly	0.565	0.685	2	-10.786	1	0.0405	0.214	0.851	0.106	0.556	77.984	indie_alt
10902	1493	Come On!	0.39	0.846	11	-4.779	0	0.0869	0.00613	0.00495	0.584	0.688	185.647	indie_alt
10903	18693	Volví a Nacer	0.588	0.812	5	-4.172	1	0.0429	0.0171	0	0.111	0.519	97.98	romance
10904	10079	The Sound Of Silence	0.506	0.394	7	-11.406	0	0.0349	0.86	0	0.105	0.667	106.757	jazz
10905	14084	Oboe Concerto in C: 3. Siciliana	0.211	0.0687	9	-22.753	0	0.0441	0.951	0.786	0.124	0.0896	80.797	classical
10906	16749	Quédate Conmigo	0.736	0.903	0	-3.977	1	0.103	0.0771	0	0.2	0.769	98.003	latin
10907	8550	Kingdoms	0.202	0.979	9	-4.338	1	0.113	0.0000251	0.867	0.108	0.0893	149.836	metal
10908	9442	Still Feels Like Mexico	0.587	0.8	9	-5.688	1	0.0365	0.169	0	0.179	0.421	106.007	country
10909	2939	Who's Laughing Now	0.463	0.911	1	-3.727	0	0.124	0.00769	0	0.0485	0.641	176.17	punk
10910	12928	Symphony No. 5 in C-Sharp Minor (arr. J. Gribben for piano)	0.45	0.0031	5	-24.947	1	0.0586	0.994	0.934	0.0787	0.0576	70.53	classical
10911	19459	Suite española, Op.47: No. 3 Sevilla	0.396	0.132	7	-24.91	1	0.0462	0.984	0.9	0.127	0.0931	108.89	romance
10912	10980	night.moves	0.637	0.37	11	-11.788	0	0.0548	0.337	0.583	0.109	0.253	85.219	jazz
10913	19132	Na Na	0.65	0.478	9	-6.249	0	0.0467	0.333	0	0.104	0.206	96.877	romance
10914	19972	Reverie (feat. King Deco)	0.396	0.694	0	-4.479	1	0.0459	0.0208	0.000386	0.111	0.0898	85.7	romance
10915	11681	Gunship Politico	0.55	0.74	8	-6.468	1	0.0492	0.0224	0.00000689	0.287	0.628	93.514	reggae
10916	1132	In the Shadows	0.603	0.756	0	-8.005	1	0.035	0.156	0.866	0.11	0.149	116.049	indie_alt
10917	734	Party In The U.S.A.	0.574	0.372	10	-8.57	0	0.264	0.849	0	0.152	0.609	99.713	pop
10918	11153	Congadanza	0.398	0.704	2	-10.523	0	0.0568	0.803	0.919	0.0819	0.576	81.696	jazz
10919	15769	Slide	0.736	0.795	1	-3.299	0	0.0545	0.498	0.00000121	0.254	0.508	104.066	party
10920	3090	Cloud 9	0.883	0.694	2	-7.868	1	0.0977	0.403	0	0.063	0.429	115.028	funk
10921	15050	Whippin (feat. Felix Snow)	0.87	0.502	5	-7.497	0	0.0549	0.549	0.00356	0.0916	0.676	82.53	party
10922	7305	Uncharted	0.493	0.907	0	-4.058	1	0.0716	0.000133	0.00438	0.131	0.246	120.047	metal
10923	4595	Buddy Holly	0.535	0.931	8	-4.012	1	0.0451	0.00611	0.0000726	0.0887	0.805	120.958	rock
10924	12542	Sunday Stroll	0.277	0.129	5	-23.857	1	0.0607	0.993	0.909	0.175	0.272	118.425	classical
10925	2801	Empty Picture Frames	0.455	0.916	8	-4.546	1	0.0905	0.000117	0.378	0.244	0.668	160.088	punk
10926	9014	Ends of the Earth	0.541	0.774	10	-6.105	1	0.04	0.031	0.00000191	0.105	0.668	85.966	country
10927	7609	The Moth	0.334	0.976	8	-3.756	1	0.0691	0.00046	0.0732	0.089	0.321	95.311	metal
10928	801	All About That Bass	0.811	0.879	9	-3.724	1	0.0514	0.0476	0.00000191	0.109	0.962	134.064	pop
10929	6239	Ngiyaz'fela Ngawe	0.689	0.523	5	-6.403	1	0.0399	0.539	0.00000461	0.224	0.558	95.028	hiphop
10930	737	Come Sail Away	0.376	0.521	0	-7.673	1	0.042	0.632	0.00000224	0.215	0.176	122.817	pop
10931	15344	Children Of The Wild (feat. Mako)	0.524	0.908	6	-4.254	0	0.0675	0.00258	0	0.172	0.134	127.995	party
10932	2248	Old Pine	0.419	0.358	5	-10.749	1	0.033	0.458	0.0479	0.168	0.219	128.764	indie_alt
10933	179	Timber	0.581	0.963	11	-4.087	1	0.0981	0.0295	0	0.139	0.792	129.992	pop
10934	11512	Animal - Mark Ronson Remix	0.833	0.808	1	-4.824	0	0.0414	0.304	0.00918	0.045	0.962	116.806	reggae
10935	11975	Carnaval, Op.9: 12. Chopin	0.322	0.00681	8	-36.353	1	0.0368	0.995	0.924	0.103	0.0584	66.306	classical
10936	1177	You've Got The Love	0.577	0.72	6	-4.737	1	0.0324	0.00475	0	0.123	0.398	109.938	indie_alt
10937	13845	Jeux (Poème dansé), L.126: Très lent - Scherzando (Tempo initial)	0.197	0.0685	11	-27.041	1	0.0445	0.967	0.785	0.184	0.0347	110.511	classical
10938	18586	Soy El Rey	0.51	0.643	5	-6.415	1	0.0369	0.77	0.00346	0.251	0.581	109.527	latin
10939	10060	Clip Joint	0.638	0.268	9	-15.975	1	0.0533	0.816	0.0426	0.165	0.57	115.903	jazz
10940	9865	Doubts 2	0.428	0.212	0	-15.442	0	0.032	0.971	0.73	0.169	0.312	98.096	jazz
10941	793	Rumble	0.615	0.597	5	-6.342	1	0.03	0.0331	0.00000133	0.0853	0.805	77.032	pop
