title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
You Belong With Me,0.691,0.768,6,-4.386,Major,0.0387,0.263,0.0000159,0.103,0.44,129.996,pop
Barfly,0.752,0.498,9,-8.564,Minor,0.0333,0.00398,0.00871,0.306,0.643,114.976,reggae
The Look Of Love,0.582,0.308,10,-12.981,Major,0.0286,0.705,0.00847,0.0851,0.377,93.033,jazz
Fat City Strut,0.415,0.864,7,-6.509,Minor,0.159,0.613,0.00659,0.302,0.802,192.297,funk
Grass Ain't Greener,0.644,0.601,10,-5.097,Minor,0.0496,0.388,0,0.0884,0.483,133.946,romance
Stereo Hearts (feat. Adam Levine) - feat. Adam Levine,0.646,0.795,9,-3.293,Major,0.0976,0.0319,0,0.267,0.791,89.99,pop
Pixie Oaks,0.624,0.771,4,-5.325,Minor,0.0403,0.0526,0.00000445,0.398,0.703,119.026,indie_alt
Mata Hari,0.499,0.966,1,-4.841,Major,0.107,0.00000258,0.794,0.15,0.518,114.967,metal
No One,0.649,0.552,1,-5.419,Minor,0.0292,0.03,0.00000647,0.111,0.169,89.969,romance
Body Like A Back Road,0.731,0.469,5,-7.226,Major,0.0326,0.463,0.00000104,0.103,0.618,98.963,country
Something Just Like This,0.607,0.649,11,-6.695,Minor,0.0362,0.0306,0.0000246,0.174,0.47,102.996,party
"3 String Trios, Op; 2, No. 1: II. Adagio",0.116,0.0507,3,-23.947,Major,0.0535,0.954,0.814,0.105,0.075,64.526,classical
Amor Eterno,0.301,0.335,0,-8.564,Major,0.0303,0.445,0.00181,0.751,0.387,176.591,latin
Cinematic Love,0.364,0.549,2,-5.682,Major,0.0378,0.461,0,0.143,0.308,130.193,romance
Love You Like That,0.561,0.738,11,-5.05,Major,0.0289,0.00865,0.0000955,0.0984,0.72,145.101,country
I Don't Wanna Dance,0.602,0.853,0,-6.26,Major,0.0423,0.0166,0,0.178,0.798,100.008,rock
"Sueños de Barrio (feat. Baby Rasta, Noriel, Nengo Flow, Tempo, Gocho, Alexio, Jenai & Pusho)",0.731,0.818,6,-5.022,Minor,0.163,0.361,0,0.172,0.671,88.05,latin
Catch Your Train,0.231,0.797,1,-9.421,Major,0.0576,0.0991,0.0325,0.0873,0.388,159.775,metal
"String Quartet in D Minor, Op. posth. D.810 ""Death and the Maiden"": I. Allegro",0.229,0.145,2,-18.111,Minor,0.0528,0.947,0.493,0.123,0.129,62.81,classical
"Cinderella: amoroso, Op.109, No.8",0.194,0.172,0,-23.588,Major,0.0396,0.437,0.911,0.13,0.0378,89.472,romance
"Symphony No. 4 in B-Flat Major, Op. 60: III. Allegro vivace - Trio. Un poco meno allegro",0.362,0.037,10,-21.45,Major,0.0372,0.975,0.677,0.148,0.172,67.229,classical
The Man Who Hated Mornings,0.514,0.578,5,-8.608,Major,0.0372,0.511,0.0533,0.179,0.5,63.955,blues
Sway (feat. Quavo & Lil Yachty),0.893,0.51,8,-6.759,Major,0.215,0.0952,0,0.104,0.316,133.959,hiphop
All Star,0.731,0.861,11,-5.881,Major,0.0323,0.0319,0,0.0829,0.775,104.034,party
BOSS,0.603,0.641,11,-4.412,Major,0.169,0.164,0.000234,0.43,0.591,150.183,indie_alt
Home,0.804,0.528,11,-13.42,Minor,0.0379,0.914,0.931,0.0933,0.529,125.998,indie_alt
Walk On Water,0.9,0.532,0,-5.516,Major,0.0744,0.0889,0,0.0533,0.592,140.023,hiphop
"Clarinet Concerto No. 2, Op. 115: II. Lento",0.0854,0.0135,0,-25.619,Minor,0.0429,0.971,0.464,0.0723,0.0337,84.319,classical
The Way You Look Tonight,0.541,0.198,0,-14.167,Major,0.0406,0.95,0.847,0.139,0.248,120.988,jazz
Bad Things,0.482,0.928,1,-3.865,Major,0.0944,0.0269,0.00000683,0.0865,0.372,123.78,indie_alt
Thinking Out Loud (Reggae Version),0.605,0.693,2,-5.648,Major,0.0606,0.154,0.00000387,0.236,0.805,170.049,reggae
"Summer Breeze, Pts. 1 & 2",0.273,0.702,9,-7.971,Minor,0.054,0.0701,0.000695,0.144,0.447,75.953,funk
Diary (feat. Tiwa Savage),0.668,0.619,0,-3.973,Major,0.0809,0.608,0,0.153,0.678,108.652,pop
Retrograde (feat. Spencer Sotelo),0.565,0.995,8,-1.418,Major,0.0854,0.000035,0.0000518,0.214,0.326,120.022,metal
With My Maker I Am One,0.791,0.213,3,-11.154,Minor,0.0479,0.773,0.0000239,0.12,0.604,97.95,blues
Isadora,0.257,0.216,8,-16.266,Minor,0.0365,0.903,0.134,0.0979,0.19,65.125,jazz
Yellow,0.429,0.661,11,-7.227,Major,0.0281,0.00239,0.00013,0.234,0.279,173.365,romance
God Save The Queen,0.274,0.908,9,-5.419,Major,0.0691,0.00103,0.00219,0.154,0.481,148.246,punk
I Don't Wanna Wait,0.804,0.549,9,-5.147,Major,0.0377,0.0311,0.000015,0.352,0.597,126.04,reggae
Not Enough,0.474,0.516,4,-6.969,Minor,0.0259,0.285,0.00000858,0.164,0.595,189.893,indie_alt
Cool Down The Pace,0.87,0.266,10,-15.559,Major,0.264,0.0887,0.0217,0.0709,0.926,76.37,reggae
Lovely Times,0.417,0.931,8,-5.42,Major,0.0463,0.000117,0.141,0.0796,0.433,120.046,rock
Shhh / Peaceful - LP Mix,0.324,0.394,7,-11.385,Major,0.0298,0.711,0.00206,0.19,0.219,129.859,jazz
Hip Hop,0.725,0.737,4,-7.453,Major,0.324,0.000633,0.00417,0.109,0.228,77.161,hiphop
Symphony No. 1: III. Andante con malinconia,0.099,0.0385,11,-25.469,Minor,0.0394,0.929,0.777,0.0933,0.0344,89.374,classical
Bebochicochuchoturo,0.395,0.741,2,-9.294,Major,0.0588,0.0125,0.909,0.0727,0.456,139.079,latin
No Oh,0.823,0.757,4,-5.759,Minor,0.22,0.0679,0.00000455,0.344,0.426,100.025,reggae
Highway,0.457,0.941,6,-5.174,Major,0.0339,0.000136,0.00000312,0.0896,0.723,154.038,indie_alt
Good Riddance to Good Advice,0.507,0.993,2,-3.873,Major,0.0621,0.00356,0.000628,0.315,0.361,106.067,punk
Would You Ever,0.653,0.91,10,-3.36,Major,0.0566,0.0079,0,0.318,0.0861,126.047,pop
"Lover, Please Stay",0.269,0.122,1,-10.408,Major,0.0334,0.952,0,0.0915,0.116,83.967,indie_alt
Hideaway,0.658,0.71,9,-11.493,Major,0.065,0.118,0.862,0.0582,0.894,122.666,blues
The Glow of Love,0.697,0.899,4,-4.38,Minor,0.105,0.302,0.00000537,0.168,0.752,118.116,funk
Falsetto,0.728,0.557,0,-4.467,Major,0.0317,0.152,0.0000227,0.113,0.51,131.018,romance
Angelus,0.445,0.737,11,-6.278,Minor,0.0306,0.00704,0,0.353,0.249,159.941,metal
Fire Bird,0.414,0.932,9,-3.519,Major,0.0784,0.0000341,0.579,0.0776,0.258,145.083,indie_alt
Thrift Shop (feat. Wanz),0.781,0.526,6,-6.985,Minor,0.293,0.0619,0,0.0457,0.661,94.992,pop
Netflixxx,0.707,0.609,6,-5.673,Minor,0.126,0.711,0,0.137,0.591,134.91,latin
Blacksong,0.442,0.954,9,-3.77,Minor,0.0558,0.0000791,0.000273,0.327,0.343,114.788,metal
Somewhere Over The Rainbow,0.356,0.0145,3,-24.911,Major,0.0737,0.993,0.92,0.117,0.101,210.269,jazz
Empty Place,0.419,0.94,4,-4.187,Minor,0.0622,0.000127,0.0000111,0.381,0.227,119.922,metal
The Less I Know The Better,0.64,0.741,1,-4.077,Minor,0.0285,0.0132,0.0112,0.128,0.76,116.887,indie_alt
A Mover la Colita,0.601,0.592,0,-13.674,Minor,0.0992,0.363,0.00000148,0.0619,0.868,129.023,latin
I'm The Highway,0.493,0.983,10,-3.671,Minor,0.0508,0.0000143,0.0201,0.105,0.244,105.033,metal
Anhelo,0.74,0.525,8,-13.082,Major,0.0458,0.5,0.00000413,0.106,0.814,91.148,latin
Stray Cat Strut,0.679,0.609,0,-9.482,Minor,0.0347,0.0957,0.00113,0.0474,0.695,132.467,punk
Beautifully Unconventional,0.746,0.837,4,-4.065,Major,0.0308,0.0217,0.000969,0.21,0.653,104.493,indie_alt
2-Tone Army,0.648,0.93,7,-6.005,Major,0.0466,0.0111,0.00861,0.239,0.964,165.786,punk
Get Your Shine On,0.508,0.93,0,-4.518,Major,0.0372,0.00265,0.00000264,0.406,0.621,96.993,country
"3 Klavierstucke, Op. 11: No. 1. Massig",0.422,0.00377,9,-32.498,Major,0.0487,0.99,0.92,0.092,0.117,127.09,classical
Recuerdo,0.408,0.34,1,-15.537,Major,0.0318,0.576,0.855,0.159,0.373,152.414,jazz
Pretty Girls on Bikes,0.462,0.963,6,-2.425,Minor,0.131,0.000959,0,0.266,0.462,144.96,indie_alt
Aw Naw,0.652,0.859,2,-3.746,Major,0.0358,0.0639,0,0.0777,0.487,109.971,party
My Love Took Me Down To The River To Silence Me,0.592,0.52,0,-6.79,Major,0.0325,0.0455,0.0000605,0.231,0.174,125.028,romance
Sing a Simple Song,0.653,0.908,11,-3.63,Minor,0.131,0.131,0.00000261,0.434,0.84,103.974,funk
"Nocturne No.1 in B flat minor, Op.9 No.1",0.342,0.0179,1,-24.846,Major,0.0387,0.982,0.906,0.0831,0.038,61.757,classical
Compañero,0.368,0.287,5,-11.688,Major,0.0395,0.943,0.000512,0.0995,0.273,89.942,latin
Come Away With Me,0.363,0.129,0,-14.304,Major,0.0322,0.904,0.00000152,0.157,0.155,80.367,romance
Déjame,0.818,0.72,8,-5.743,Major,0.0631,0.142,0.0000362,0.0898,0.727,94.022,latin
"Piano Quintet in A Minor, Op. 14: II. Andante sostenuto",0.166,0.0127,5,-29.865,Major,0.0427,0.98,0.417,0.091,0.0533,72.154,romance
Just,0.291,0.767,7,-6.913,Minor,0.0862,0.000401,0.0119,0.0763,0.372,175.699,indie_alt
Groovin' U (feat. Gregg Karukas),0.54,0.68,10,-7.099,Minor,0.0353,0.301,0.523,0.152,0.674,175.729,jazz
Paperhouse,0.467,0.892,2,-9.443,Major,0.0721,0.0315,0.719,0.189,0.387,122.104,rock
Born To Boogie,0.713,0.625,11,-7.283,Minor,0.17,0.539,0.249,0.0353,0.692,117.318,funk
Skak - Frolich geschrai so well wir machen,0.445,0.168,2,-18.244,Minor,0.0497,0.981,0.00000438,0.0974,0.437,117.084,classical
Simple,0.616,0.384,3,-9.019,Minor,0.0654,0.0714,0,0.0788,0.269,142.062,romance
Hilito,0.872,0.726,5,-3.513,Minor,0.0324,0.346,0,0.114,0.871,117.012,latin
...Til the Cops Come Knockin',0.711,0.559,0,-7.671,Minor,0.0291,0.632,0.0389,0.136,0.595,130.017,romance
Moonriver,0.367,0.0764,0,-22.42,Major,0.0424,0.995,0.948,0.126,0.268,75.063,jazz
Mientes Tan Bien,0.616,0.193,7,-15.139,Major,0.0338,0.883,0.00000144,0.107,0.478,135.746,latin
Bromma Struttin',0.357,0.816,10,-6.079,Major,0.103,0.569,0.0198,0.181,0.728,177.491,funk
First Impressions,0.163,0.021,5,-26.363,Major,0.0478,0.955,0.884,0.0868,0.0359,129.627,classical
Dolemite,0.655,0.913,1,-6.443,Major,0.084,0.0111,0.916,0.423,0.754,132.763,jazz
Umi,0.751,0.693,1,-7.15,Major,0.0519,0.083,0.0183,0.0954,0.57,104.024,latin
No Estoy Solo,0.549,0.531,1,-5.073,Minor,0.0293,0.486,0,0.0977,0.208,141.762,latin
Common Ground,0.202,0.952,11,-4.065,Minor,0.0936,0.00000671,0.0000106,0.309,0.315,84.5,indie_alt
Hablemos,0.501,0.534,4,-4.311,Major,0.0367,0.494,0,0.107,0.583,170.27,latin
Plunging to Megadeath,0.249,0.899,11,-10.275,Major,0.0462,0.000141,0.000122,0.347,0.141,101.294,metal
Smooth Sailin',0.641,0.721,11,-6.788,Minor,0.0451,0.413,0.00000715,0.246,0.747,67.055,pop
This Disorder,0.887,0.383,1,-7.547,Minor,0.0689,0.0274,0.0195,0.0867,0.689,113.96,indie_alt
In Autumn: II. Through the Eaves: Allegro moderato e rubato,0.226,0.0848,1,-27.913,Minor,0.047,0.984,0.86,0.0799,0.0907,64.201,classical
Bigmclargehuge,0.403,0.979,3,-6.309,Minor,0.423,0.00142,0.000121,0.25,0.0752,149.874,metal
Yeah,0.414,0.843,11,-4.638,Major,0.0531,0.00647,0.0000152,0.194,0.596,165.713,country
Allemaal Voor Niks,0.789,0.48,0,-9.11,Minor,0.35,0.278,0.0000298,0.109,0.458,99.629,hiphop
Damaged Goods - Remastered,0.75,0.796,0,-5.952,Major,0.116,0.0155,0.0115,0.106,0.96,157.545,indie_alt
Growing Pains,0.498,0.928,1,-5.857,Major,0.077,0.000174,0,0.194,0.342,97.085,punk
이별을 배웠어 Always In My Heart,0.611,0.766,9,-3.4,Major,0.0371,0.716,0,0.143,0.56,88.987,romance
"Who Are You, Really?",0.643,0.726,10,-6.219,Minor,0.0476,0.002,0.00000452,0.0766,0.718,143.97,indie_alt
azalea,0.66,0.164,0,-18.224,Minor,0.113,0.743,0.85,0.125,0.438,77.004,hiphop
Linda Guajira,0.765,0.578,7,-14.18,Major,0.0402,0.587,0.689,0.027,0.972,132.871,latin
Out of Time: IV. Lively,0.308,0.0971,7,-21.715,Major,0.0419,0.975,0.668,0.13,0.485,107.843,classical
Still Crazy,0.767,0.569,7,-7.069,Major,0.0812,0.178,0,0.227,0.699,144.032,country
Stone,0.438,0.477,0,-7.649,Major,0.031,0.243,0.0000078,0.183,0.176,137.645,country
"Symphony No. 2 ""Symphony of Chorales"": I. Toccata: Allegro",0.258,0.142,9,-21.99,Minor,0.0398,0.953,0.823,0.0996,0.0669,100.902,classical
Chorale Fantasy,0.144,0.0617,0,-16.965,Major,0.0454,0.902,0.627,0.135,0.0951,76.686,classical
Broasted or Fried,0.684,0.806,0,-8.656,Major,0.0307,0.308,0.311,0.239,0.96,94.731,latin
Liberia,0.481,0.422,9,-14.62,Major,0.045,0.794,0.0351,0.339,0.457,117.835,jazz
Tell Me What You Like,0.897,0.588,11,-4.047,Minor,0.0424,0.151,0,0.056,0.876,92.814,party
The Revolution Will Not Be Televised,0.561,0.765,11,-9.764,Minor,0.207,0.552,0,0.111,0.961,177.609,hiphop
For me formidable,0.493,0.357,1,-8.247,Major,0.0355,0.735,0,0.0761,0.576,140.46,romance
La Formula (feat. Chris Jeday),0.701,0.845,2,-2.738,Minor,0.0668,0.118,0.0000078,0.311,0.756,172.028,latin
I Took A Pill In Ibiza - Seeb Remix,0.673,0.79,7,-4.663,Minor,0.0893,0.037,0.00000995,0.0875,0.703,102.013,party
Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song),0.766,0.873,11,-6.381,Minor,0.143,0.00627,0,0.0764,0.727,126.988,pop
Fear Of The Dark - 1998 Remastered Version,0.302,0.815,2,-8.756,Minor,0.0582,0.000762,0.00034,0.0959,0.241,109.937,metal
Space Man (Remix) [feat. President T],0.638,0.637,1,-9.923,Major,0.132,0.0173,0,0.0957,0.317,139.861,hiphop
"Pehla Nasha - From ""Jo Jeeta Wohi Sikandar""",0.458,0.34,5,-14.309,Major,0.0333,0.774,0.0000201,0.0799,0.526,151.979,romance
Das Lied von der Erde: Der Einsame im Herbst,0.202,0.0275,10,-29.057,Major,0.0432,0.984,0.114,0.331,0.0376,134.43,classical
Zoila,0.745,0.819,7,-8.422,Major,0.175,0.0995,0.011,0.0784,0.961,175.764,latin
Bip Bam,0.802,0.333,3,-8.367,Major,0.0725,0.875,0,0.092,0.884,136.651,blues
Naive,0.547,0.816,8,-6.165,Minor,0.0624,0.0688,0,0.127,0.734,102.765,indie_alt
Devil's Blood,0.163,0.969,6,-3.602,Minor,0.0775,0.00000103,0.0236,0.0485,0.0628,111.807,metal
Sweetness,0.484,0.913,5,-3.726,Major,0.0389,0.00376,0,0.167,0.558,135.15,punk
"Symphony No.8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",0.211,0.0292,11,-17.376,Minor,0.0406,0.943,0.875,0.119,0.0768,118.818,classical
"3 Studies: No. 2, Meditation on Haydn's Name",0.434,0.000953,7,-29.144,Major,0.0807,0.989,0.719,0.062,0.102,64.01,classical
Morning House,0.719,0.692,1,-7.251,Major,0.034,0.0651,0.00128,0.152,0.57,99.983,indie_alt
Waiting In Vain,0.83,0.463,8,-11.644,Major,0.335,0.0292,0.0000158,0.0589,0.778,78.876,reggae
Mi Gente,0.543,0.677,11,-4.915,Minor,0.0993,0.0148,0.00000621,0.13,0.279,103.809,latin
Speak No Evil - 1998 - Remaster,0.46,0.633,5,-7.153,Minor,0.0404,0.613,0,0.274,0.511,106.331,jazz
AXTI (feat. LOLLY),0.665,0.761,10,-5.842,Minor,0.0985,0.264,0.000003,0.0914,0.494,105.054,hiphop
More Than This,0.657,0.552,6,-11.77,Major,0.0255,0.0424,0.039,0.106,0.766,128.494,pop
Me and the Whiskey,0.39,0.828,2,-5.453,Major,0.0284,0.000347,0.144,0.128,0.527,81.861,rock
Cold Water,0.509,0.257,6,-13.962,Minor,0.108,0.733,0,0.312,0.56,187.366,pop
It Goes Like This,0.54,0.836,11,-5.914,Major,0.0627,0.111,0,0.0874,0.561,167.957,country
Prepago,,,,,,,,,,,,latin
Just So You Know,0.257,0.797,5,-6.398,Major,0.0461,0.000709,0.00191,0.495,0.237,95.006,metal
Angel,0.532,0.0744,1,-16.092,Major,0.0355,0.949,0.0000122,0.106,0.121,117.131,romance
Sigo Extrañándote,0.89,0.86,9,-4.267,Major,0.245,0.188,0.0000754,0.215,0.924,93.013,latin
When a Man Loves a Woman,0.427,0.365,1,-10.709,Major,0.0299,0.174,0,0.0501,0.243,165.27,romance
Hoe Down,0.578,0.566,0,-8.733,Major,0.0531,0.755,0.537,0.0987,0.825,125.03,classical
"Partita No.1 In B Flat Major, BWV 825: Prelude",0.35,0.104,10,-25.867,Major,0.0344,0.994,0.904,0.125,0.628,97.929,classical
"Symphony No. 3 In A Minor, Op. 56, MWV N 18 - ""Scottish"": 4. Allegro vivacissimo - Allegro maestoso assai - Live",0.37,0.138,9,-20.448,Minor,0.0464,0.918,0.856,0.0705,0.135,114.07,classical
Don't,0.643,0.558,2,-6.201,Major,0.039,0.0217,0,0.0867,0.684,112.88,rock
Pull Up To The Bumper,0.838,0.803,1,-11.02,Major,0.095,0.226,0.0105,0.116,0.849,108.67,funk
Dig Down,0.422,0.353,0,-8.414,Major,0.0553,0.0611,0.000391,0.129,0.193,127.056,indie_alt
Into The Mystic,0.586,0.414,5,-14.428,Minor,0.0325,0.35,0.00416,0.127,0.832,85.614,romance
Devil's Gonna Git You,0.653,0.0442,10,-12.269,Minor,0.0371,0.993,0,0.131,0.354,71.434,blues
Gulag,0.332,0.945,9,-3.995,Minor,0.084,0.00138,0.155,0.158,0.25,138.716,metal
On My Mind,0.632,0.586,1,-2.796,Major,0.0443,0.0103,0.0000207,0.0624,0.508,109.593,pop
Reality Is a Lie,0.46,0.878,8,-6.588,Major,0.0626,0.000426,0.927,0.169,0.396,83.973,metal
Rodeo: 4 Dance Episodes: No. 4. Hoe-Down,0.471,0.302,7,-18.641,Major,0.0368,0.928,0.842,0.104,0.232,124.919,classical
Tulirinta,0.355,0.928,11,-7.231,Minor,0.082,0.00175,0.0000109,0.111,0.38,169.988,metal
Long Story Short - Bodybangers Remix Edit,0.762,0.977,5,0.198,Minor,0.0934,0.0161,0.0000112,0.535,0.633,128.012,latin
Let Me Love You,0.476,0.718,8,-5.309,Major,0.0576,0.0784,0.0000102,0.122,0.143,199.864,party
Three Sixteens,0.658,0.901,11,-5.28,Minor,0.199,0.0313,0,0.3,0.442,82.042,hiphop
I'm His Girl,0.737,0.701,0,-7.126,Major,0.0621,0.663,0.0000793,0.0864,0.814,102.899,pop
Oasis,0.243,0.262,2,-12.974,Minor,0.0343,0.764,0.494,0.224,0.031,119.512,metal
Love Is to Die,0.431,0.639,11,-9.07,Minor,0.034,0.254,0.352,0.0856,0.438,85.404,indie_alt
Midnight Special - 2007 Digital Remaster,0.704,0.277,0,-11.675,Major,0.035,0.814,0.756,0.0845,0.321,90.38,jazz
Both Hands,0.775,0.124,7,-19.447,Major,0.0644,0.899,0.00000884,0.106,0.34,138.954,romance
Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,0.801,0.553,10,-10.91,Minor,0.17,0.161,0.0000189,0.287,0.843,107.814,funk
"Variations On A Rococo Theme, Op.33, TH.57 - Arr. By Yvan Cassar: Var. VI. Andante",0.103,0.0157,2,-30.439,Minor,0.0489,0.957,0.327,0.137,0.0809,176.393,classical
The Lamb (For String Orchestra),0.0689,0.0475,4,-27.376,Minor,0.0508,0.937,0.819,0.163,0.0341,74.864,classical
"Symphony No. 5 in E Flat, Op. 82: I. Tempo molto moderato – Allegro moderato (ma poco a poco stretto) – Presto – Più presto",0.199,0.059,3,-24.659,Major,0.0401,0.961,0.757,0.0817,0.0371,138.011,classical
Maneater,0.796,0.777,6,-4.81,Major,0.0397,0.0261,0.000358,0.121,0.779,132.722,pop
Puttin' On The Ritz,0.801,0.373,7,-9.863,Minor,0.0673,0.793,0.578,0.0784,0.717,113.44,jazz
The Black,0.417,0.954,11,-4.152,Minor,0.0627,0.00151,0,0.407,0.153,96.993,metal
Killing Time,0.477,0.581,10,-7.555,Minor,0.117,0.454,0.00000159,0.196,0.151,110.049,pop
MVP,0.857,0.672,10,-5.934,Minor,0.16,0.0649,0,0.355,0.664,86.777,hiphop
That Was A Crazy Game of Poker,0.529,0.665,0,-8.658,Major,0.0997,0.0323,0.00000111,0.068,0.61,80.821,rock
Andie,0.564,0.426,2,-8.894,Major,0.0325,0.243,0.0198,0.0897,0.0713,122.927,indie_alt
En La Ciudad De La Furia - Remasterizado 2007,0.612,0.795,2,-6.266,Major,0.0278,0.0806,0.867,0.096,0.71,126.515,latin
Hold On I'm Coming,0.821,0.442,1,-11.415,Major,0.0417,0.178,0.000247,0.0713,0.719,110.465,funk
Ear In The Wall,0.399,0.949,8,-5.1,Minor,0.0659,0.0000769,0.00000114,0.332,0.448,81.969,metal
A Girl Like You,0.619,0.781,5,-7.455,Minor,0.0393,0.0243,0.000286,0.402,0.542,126.267,indie_alt
Critical Mass (Remastered),0.246,0.996,8,-4.153,Major,0.0835,0.125,0.851,0.108,0.0333,99.802,metal
Show Me How to Live,0.433,0.854,9,-3.868,Major,0.0483,0.000336,0.000177,0.162,0.364,89.4,rock
I Gotta Feeling,0.741,0.748,0,-6.299,Major,0.0264,0.0823,0,0.34,0.616,127.965,party
Disco Baby,0.734,0.769,9,-6.316,Minor,0.0668,0.153,0.0989,0.106,0.813,124.65,funk
Soft Skin,0.354,0.115,4,-12.656,Minor,0.034,0.908,0.000159,0.0973,0.117,129.601,romance
If I'm Lucky,0.897,0.634,4,-6.264,Minor,0.161,0.00413,0,0.0686,0.506,112.048,party
Nothing Stays The Same,0.508,0.835,11,-5.722,Major,0.0376,0.0473,0,0.11,0.422,144.952,romance
4L Gang Shit,0.702,0.52,2,-6.864,Major,0.17,0.00693,0.0000353,0.122,0.185,77.993,hiphop
59 Ford,0.687,0.872,0,-9.716,Major,0.0397,0.097,0.00889,0.283,0.772,92.017,rock
Violin Concerto Op.11: 3rd movement: Allegro vivace,0.53,0.292,9,-12.899,Major,0.0514,0.968,0.0242,0.0912,0.537,105.052,classical
Ladies Night,0.521,0.786,10,-10.207,Major,0.0813,0.0911,0,0.343,0.7,119.072,funk
Stereo Hearts (feat. Adam Levine) - feat. Adam Levine,0.646,0.795,9,-3.293,Major,0.0976,0.0319,0,0.267,0.791,89.99,party
Changes - Remastered Version,0.29,0.215,0,-12.762,Major,0.0327,0.0321,0.0000166,0.106,0.183,80.814,metal
Make You Miss Me,0.612,0.468,7,-6.597,Major,0.0314,0.168,0,0.112,0.167,146.026,country
No Good For Me,0.677,0.616,11,-5.169,Major,0.128,0.0152,0.0000311,0.124,0.297,113.041,pop
Show Me (feat. Madison Ryann Ward),0.789,0.599,6,-7.267,Major,0.039,0.124,0.00000141,0.176,0.696,124.017,party
Where Are Ü Now (with Justin Bieber),0.432,0.781,4,-4.038,Minor,0.0567,0.041,0.00000421,0.0789,0.191,139.432,party
Scene,0.587,0.803,10,-6.564,Minor,0.396,0.191,0,0.171,0.359,140.36,hiphop
6 Portraits in Flowing Time: II. She Finds Her Voice,0.36,0.112,6,-14.849,Minor,0.0444,0.938,0.967,0.114,0.0622,67.499,classical
Age of Consent (New Order),0.465,0.851,7,-6.194,Major,0.0325,0.135,0.694,0.109,0.397,157.807,indie_alt
Solita,0.778,0.683,11,-5.731,Major,0.0348,0.395,0,0.092,0.757,129.942,latin
Sweet Home Alabama,0.602,0.606,7,-12.078,Major,0.0262,0.183,0.000178,0.0847,0.901,97.827,country
Would You Ever,0.653,0.91,10,-3.36,Major,0.0566,0.0079,0,0.318,0.0861,126.047,party
The Blond Beast,0.425,0.997,9,-4.66,Minor,0.135,0.00000177,0.276,0.0804,0.0348,125.068,metal
Comfortably Numb,0.472,0.366,11,-12.595,Minor,0.0286,0.15,0.308,0.0837,0.173,127.167,rock
Haunting Ghosts,0.451,0.977,1,-4.726,Minor,0.0547,0.000688,0.0481,0.271,0.542,95.004,rock
Manomanjari Alap,0.234,0.00994,8,-31.852,Major,0.0346,0.917,0.000751,0.291,0.124,175.891,classical
Limbo,0.806,0.875,7,-3.817,Major,0.088,0.0838,0.00192,0.065,0.916,125.063,latin
Wet,0.7,0.484,5,-6.762,Minor,0.0411,0.0562,0.0000859,0.0992,0.272,119.968,romance
Jupiter's Moons: Leda,0.324,0.0622,7,-24.706,Major,0.0425,0.98,0.888,0.0967,0.0354,82.609,classical
Que Va,0.774,0.828,0,-3.412,Major,0.0502,0.134,0,0.0601,0.841,90.993,latin
"I Can't Help Myself (Sugar Pie, Honey Bunch)",0.651,0.535,0,-10.758,Major,0.0303,0.163,0,0.072,0.956,127.137,funk
Feeling Good,0.535,0.548,1,-6.51,Major,0.037,0.533,0.00000148,0.123,0.474,115.144,jazz
Departe,0.183,0.694,10,-5.989,Minor,0.0457,0.0000211,0.821,0.373,0.455,122.224,metal
Wi Ing Wi Ing,0.697,0.692,7,-5.34,Major,0.0511,0.263,0,0.104,0.275,124.829,indie_alt
Fuck You,0.69,0.834,0,-5.79,Major,0.0566,0.129,0,0.136,0.745,127.43,pop
It's the End of the World As We Know It (And I Feel Fine),0.383,0.893,7,-8.638,Major,0.037,0.026,0,0.0251,0.793,205.544,rock
Somebody's Been Lovin' My Babe,0.596,0.272,1,-10.286,Major,0.035,0.984,0.000234,0.234,0.52,101.162,blues
Run For Cover,0.461,0.957,5,-3.306,Major,0.139,0.00156,0.00385,0.313,0.459,165.092,indie_alt
Jupiter Love,0.478,0.483,0,-8.985,Major,0.0842,0.233,0,0.16,0.356,105.7,romance
Gra - for solo clarinet (1993),0.55,0.0022,4,-28.706,Minor,0.0635,0.976,0.1,0.0898,0.285,110.375,classical
Fake Plastic Trees - Acoustic Version,0.466,0.177,2,-12.224,Major,0.0302,0.593,0.0000392,0.689,0.16,74.877,classical
Para la Disco,0.736,0.832,1,-4.464,Minor,0.16,0.308,0.00000262,0.109,0.741,178.025,latin
Guantanamera,0.752,0.633,5,-3.989,Major,0.0302,0.176,0.0000388,0.105,0.788,126.853,latin
Hunt,0.451,0.951,5,-6.885,Minor,0.108,0.0000411,0.627,0.357,0.336,133.383,metal
Are You Gonna' Waste My Time?,0.459,0.702,9,-9.255,Major,0.07,0.00655,0.0000188,0.11,0.663,148.161,pop
Free Up,0.442,0.55,4,-7.453,Minor,0.0654,0.0877,0.000047,0.17,0.092,134.646,hiphop
Lady Sings The Blues,0.625,0.575,5,-6.231,Minor,0.0603,0.144,0.0000132,0.174,0.683,95.054,jazz
